City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,harstad,68.799,16.5293,35.62,85,70,8.99,NO,1697142996
356,vila velha,-20.3297,-40.2925,80.55,81,0,20.71,BR,1697142996
357,bereznik,62.8551,42.7072,44.51,80,100,12.28,RU,1697142996
358,le port,-20.9373,55.2919,73.4,95,45,2.53,RE,1697142996
359,kabo,7.6994,18.629,72.07,95,84,3.36,CF,1697142996
360,mejit,10.2753,170.8646,81.66,79,40,8.95,MH,1697142997
361,lagoa,39.05,-27.9833,67.84,76,2,12.1,PT,1697142997
362,kapuskasing,49.4169,-82.4331,50.09,87,75,9.22,CA,1697142997
363,fisterra,42.9049,-9.2629,73.74,84,100,18.16,ES,1697142997
364,chinchani,19.8667,72.7,80.42,75,7,6.46,IN,1697142997
365,amanalco de becerra,19.3167,-100.0167,69.22,71,49,8.03,MX,1697142998
366,mana,5.6592,-53.7767,82.67,75,47,11.63,GF,1697142998
367,kroya,-7.6331,109.2461,76.06,86,100,4.07,ID,1697142998
368,sandnessjoen,66.0217,12.6316,41.41,81,20,3.44,NO,1697142998
369,xining,36.6167,101.7667,41.67,88,99,1.21,CN,1697142999
370,mukalla,14.5425,49.1242,81.16,75,25,5.7,YE,1697142999
371,peace river,56.2501,-117.286,61.11,67,75,9.22,CA,1697142999
372,midvagur,62.0511,-7.1939,41.83,87,75,11.5,FO,1697142999
373,leninskiy,54.2781,37.4558,54.32,58,100,17.02,RU,1697142999
374,susuman,62.7833,148.1667,9.99,77,80,1.99,RU,1697143000
375,haiku-pauwela,20.9219,-156.3051,82.42,65,20,19.57,US,1697143000
376,mikhaylovsk,45.1283,42.0256,43.52,65,0,8.99,RU,1697143000
377,sinop,41.7711,34.8709,51.21,58,0,7.7,TR,1697143000
378,kone,-21.0595,164.8658,71.2,72,38,4.47,NC,1697142719
379,levuka,50.1834,-105.4011,49.82,53,40,16.11,CA,1697143001
380,enewetak,11.3474,162.3373,83.32,69,14,9.62,MH,1697143001
381,novodvinsk,64.4165,40.8122,39.78,94,81,7.52,RU,1697143002
382,nuuk,64.1835,-51.7216,36.14,65,100,6.6,GL,1697143002
383,coahuayana de hidalgo,18.7,-103.6583,82.99,80,78,3.89,MX,1697143002
384,tromso,69.6496,18.957,33.82,75,40,3.44,NO,1697143003
385,laitila,60.8758,21.6977,46.0,75,9,14.29,FI,1697143004
386,tasqala,51.1167,50.3167,42.69,47,76,20.74,KZ,1697143004
387,bandarbeyla,9.4942,50.8122,78.76,88,4,4.85,SO,1697142937
388,preobrazheniye,42.9019,133.9064,58.44,62,0,8.99,RU,1697143004
389,songling,31.1933,120.7176,64.9,95,100,3.74,CN,1697143004
390,shahrud,36.4182,54.9763,48.06,70,66,8.59,IR,1697143005
391,newman,37.3138,-121.0208,75.29,37,4,5.99,US,1697142856
392,merizo village,13.2658,144.6691,81.16,95,98,23.98,GU,1697143005
393,talwandi bhai,30.85,74.9333,73.09,34,0,6.38,IN,1697143005
394,pucheng,27.9233,118.5333,64.63,92,100,2.42,CN,1697143005
395,jinchang,38.4953,102.1739,50.41,51,93,3.31,CN,1697142712
396,tynda,55.1667,124.7167,41.81,82,58,3.15,RU,1697143006
397,laojunmiao,39.8333,97.7333,44.56,32,23,4.18,CN,1697143006
398,christchurch,-43.5333,172.6333,60.48,87,54,8.05,NZ,1697142916
399,mar'yinka,47.9453,37.5054,48.34,60,51,7.92,UA,1697143007
400,kirensk,57.7853,108.1119,47.01,66,100,10.0,RU,1697143007
401,thunder bay,48.4001,-89.3168,51.78,58,75,4.61,CA,1697142814
402,urangan,-25.3,152.9,70.47,66,0,14.23,AU,1697143007
403,codajas,-3.8367,-62.0569,99.79,28,52,2.21,BR,1697143007
404,diego de almagro,-26.3667,-70.05,79.56,14,3,9.71,CL,1697143008
405,iznalloz,37.3926,-3.5276,72.39,44,94,2.53,ES,1697143008
406,baikonur,45.6167,63.3167,47.97,41,13,14.7,KZ,1697143008
407,visakhapatnam,17.69,83.2093,78.4,79,88,2.21,IN,1697143008
408,buala,-8.145,159.5921,80.8,82,100,3.67,SB,1697143009
409,bocas del toro,9.3333,-82.25,89.11,70,74,3.0,PA,1697143009
410,shingu,33.7333,135.9833,57.25,77,2,5.35,JP,1697143009
411,greenwood,34.1668,-82.1165,66.07,52,100,8.05,US,1697142960
412,lamu,-2.2717,40.902,77.22,89,100,9.53,KE,1697143009
413,pyoksong-up,38.0475,125.5567,58.98,57,100,1.81,KP,1697143010
414,ribeira brava,32.65,-17.0667,82.13,19,100,4.09,PT,1697143010
415,afaahiti,-17.75,-149.2833,82.27,79,52,12.12,PF,1697143010
416,pauini,-7.7136,-66.9764,96.01,38,89,4.54,BR,1697143010
417,turtas,58.9417,69.1325,37.71,82,100,10.67,RU,1697143011
418,biltine,14.5333,20.9167,89.22,17,100,5.32,TD,1697143011
419,vorsma,55.9856,43.2717,51.64,88,100,20.09,RU,1697143011
420,tionk essil,12.7856,-16.5217,82.45,83,99,3.87,SN,1697142778
421,tot'ma,59.9747,42.7642,44.24,81,64,14.36,RU,1697143011
422,bangassou,4.7413,22.8184,71.6,96,64,0.56,CF,1697143012
423,maunabo,18.0072,-65.8993,90.64,85,51,9.71,PR,1697143012
424,aykhal,66.0,111.5,24.06,78,60,11.01,RU,1697143012
425,laoang,12.5,125.0167,75.4,95,51,1.59,PH,1697143012
426,ulaangom,49.9811,92.0667,44.46,70,11,2.77,MN,1697143013
427,oeiras do para,-2.0031,-49.8544,88.18,53,78,7.0,BR,1697143013
428,kapa'a,22.0752,-159.319,84.47,65,40,11.5,US,1697143013
429,hasaki,35.7333,140.8333,57.29,50,3,12.3,JP,1697143013
430,minab,27.1467,57.0801,80.92,44,0,0.0,IR,1697143014
431,igarka,67.4667,86.5833,34.03,99,100,6.08,RU,1697143014
432,aquidauana,-20.4711,-55.7872,93.49,39,67,8.28,BR,1697142942
433,ariquemes,-9.9133,-63.0408,91.02,44,92,3.31,BR,1697142845
434,cole harbour,44.6724,-63.4751,63.79,52,20,8.05,CA,1697143014
435,kerema,-7.9631,145.7785,76.03,90,100,2.53,PG,1697143015
436,ha'il,27.5219,41.6907,82.42,30,0,9.22,SA,1697143015
437,mogadishu,2.0371,45.3438,78.85,88,84,6.76,SO,1697143015
438,sabaneta,6.15,-75.6,80.67,61,40,13.8,CO,1697143015
439,iwanai,42.9744,140.5089,52.03,83,0,2.64,JP,1697143015
440,fort mcmurray,56.7268,-111.381,67.59,39,0,9.22,CA,1697143016
441,senanga,-16.1167,23.2667,80.85,26,84,4.0,ZM,1697143016
442,praia da vitoria,38.7333,-27.0667,68.25,83,20,8.01,PT,1697143016
443,international falls,48.6011,-93.411,53.15,64,75,6.91,US,1697143016
444,faaa,-17.55,-149.6,84.16,65,40,10.36,PF,1697143017
445,tongouson,5.0214,120.1328,82.76,73,69,5.12,PH,1697143017
446,tangalle,6.024,80.7911,76.19,89,100,7.27,LK,1697143017
447,sisimiut,66.9395,-53.6735,31.93,61,100,4.88,GL,1697143017
448,kerikeri,-35.2268,173.9474,55.9,95,15,1.99,NZ,1697143017
449,vizinga,61.0749,50.1031,40.64,95,100,10.33,RU,1697143018
450,melekeok village,7.4957,134.6367,82.53,80,76,13.22,PW,1697143018
451,coquimbo,-29.9533,-71.3436,65.93,59,0,13.8,CL,1697143018
452,kyren,51.6828,102.1408,48.94,58,9,3.0,RU,1697143018
453,kristiansund,63.1115,7.732,44.65,81,75,6.91,NO,1697143018
454,lichtenburg,-26.152,26.1597,61.65,62,51,13.96,ZA,1697143019
455,xanxere,-26.8769,-52.4042,60.91,97,100,6.89,BR,1697143019
456,lidzbark warminski,54.1259,20.5795,57.58,78,17,12.53,PL,1697143019
457,phan rang-thap cham,11.5667,108.9833,76.01,90,57,4.25,VN,1697143019
458,'ain deheb,34.8422,1.547,67.17,31,0,9.13,DZ,1697143019
459,al jawf,29.5,38.75,73.15,41,0,7.27,SA,1697143020
460,weno,7.4515,151.8468,80.55,94,100,3.44,FM,1697143020
461,bam,29.106,58.357,81.37,16,2,7.9,IR,1697143020
462,sterlibashevo,53.4376,55.2578,43.18,51,100,25.43,RU,1697143020
463,yerofey pavlovich,53.9667,121.9667,41.36,73,88,4.65,RU,1697143020
464,solleftea,63.1667,17.2667,39.06,80,8,11.3,SE,1697143021
465,fukuecho,32.6881,128.8419,69.94,62,99,16.75,JP,1697143021
466,bafoulabe,13.8065,-10.8321,79.81,63,52,0.22,ML,1697143021
467,ballina,-28.8667,153.5667,67.51,69,3,5.01,AU,1697143021
468,andkhoy,36.9529,65.1238,55.27,75,100,15.97,AF,1697143022
469,kuta,-8.7233,115.1723,80.55,88,20,7.0,ID,1697143022
470,mahdia,35.5047,11.0622,73.35,59,1,3.98,TN,1697143022
471,pohang,36.0322,129.365,59.99,77,100,2.93,KR,1697143023
472,gorshechnoye,51.5244,38.0365,53.44,58,100,19.8,RU,1697143023
473,belmonte,-15.8631,-38.8828,76.32,77,33,10.71,BR,1697143023
474,puerto aysen,-45.4,-72.7,47.8,93,100,2.04,CL,1697142818
475,longonjo,-12.9067,15.2533,70.68,68,82,2.44,AO,1697143023
476,miranda de ebro,42.6865,-2.947,67.57,40,3,3.11,ES,1697143024
477,suva,-18.1416,178.4415,71.08,94,75,2.3,FJ,1697143024
478,uige,-7.6087,15.0613,70.02,95,100,2.04,AO,1697143024
479,kargopol',61.5071,38.9456,44.06,92,86,15.01,RU,1697143024
480,yima,34.7381,111.8839,55.87,65,45,5.61,CN,1697143024
481,havre,49.5833,0.3333,64.17,94,100,4.61,FR,1697143025
482,redlands,34.0556,-117.1825,84.96,24,0,3.0,US,1697142705
483,phalodi,27.1333,72.3667,84.78,33,0,12.66,IN,1697143025
484,kapoeta,4.7717,33.5903,81.01,54,100,4.29,SS,1697143025
485,pionerskiy,54.9508,20.2275,58.14,64,77,26.55,RU,1697143026
486,chibougamau,49.9168,-74.3659,49.62,76,100,6.91,CA,1697143026
487,az zulfi,26.2995,44.8154,81.5,12,0,8.14,SA,1697143026
488,chirilagua,13.2203,-88.1386,85.03,69,79,3.89,SV,1697143026
489,port lincoln,-34.7333,135.8667,56.48,71,99,12.41,AU,1697143026
490,erenhot,43.6475,111.9767,45.57,51,0,3.0,CN,1697143027
491,ad dabbah,18.05,30.95,90.41,18,0,20.85,SD,1697143027
492,kill devil hills,36.0307,-75.676,69.98,74,100,3.44,US,1697143027
493,igrim,63.1906,64.4162,37.02,85,100,13.0,RU,1697143027
494,sitka,57.0531,-135.33,55.29,71,100,21.85,US,1697143028
495,ouani,-12.1322,44.4258,77.85,76,19,5.7,KM,1697143028
496,nadym,65.5333,72.5167,33.28,87,89,8.63,RU,1697143028
497,wainwright,52.839,-110.8572,58.14,42,2,10.0,CA,1697143028
498,mirnyy,62.5353,113.9611,28.24,100,100,7.0,RU,1697143029
499,turpan,42.9333,89.1667,69.44,21,0,3.06,CN,1697143029
500,dakhla,23.6848,-15.958,72.57,75,0,15.61,EH,1697143029
501,manuguru,17.981,80.7547,73.99,82,34,2.37,IN,1697143029
502,saint-philippe,-21.3585,55.7679,72.99,87,56,7.0,RE,1697143029
503,flin flon,54.7682,-101.865,51.64,71,75,3.44,CA,1697142850
504,palma sola,-23.9634,-64.2987,67.8,34,97,4.43,AR,1697143030
505,daru,-9.0763,143.2092,75.92,95,100,7.99,PG,1697143030
506,key largo,25.0865,-80.4473,89.6,75,100,11.61,US,1697142844
507,wailua homesteads,22.0669,-159.378,83.12,67,40,11.5,US,1697143030
508,coeur d'alene,47.6777,-116.7805,57.52,74,100,5.75,US,1697142988
509,jimo,36.3897,120.4622,60.58,77,99,2.24,CN,1697143031
510,morondava,-20.2833,44.2833,75.72,86,2,2.42,MG,1697143031
511,obo,5.3998,26.4869,69.28,93,66,3.11,CF,1697143031
512,crane,31.3974,-102.3501,90.18,17,0,23.33,US,1697143031
513,prado,-17.3411,-39.2208,75.34,80,8,12.64,BR,1697143032
514,kyrenia,35.3417,33.3167,71.15,57,0,8.88,CY,1697143032
515,islamorada,24.9243,-80.6278,90.0,86,100,5.99,US,1697142993
516,porto novo,6.4965,2.6036,78.31,87,72,6.04,BJ,1697143032
517,mar del plata,-38.0023,-57.5575,55.53,61,0,10.36,AR,1697142937
518,xudat,41.631,48.681,51.15,67,11,4.72,AZ,1697143033
519,loreto,22.2667,-101.9667,77.41,30,0,8.43,MX,1697143033
520,baise city,23.8997,106.6133,70.05,87,89,1.63,CN,1697143033
521,sonson,5.7106,-75.3107,63.37,77,32,2.53,CO,1697143033
522,ndele,8.4109,20.6473,73.9,87,28,0.6,CF,1697143034
523,wenling,28.3669,121.36,67.51,88,100,6.4,CN,1697143034
524,yako,12.9667,-2.2667,76.55,77,100,13.29,BF,1697143034
525,palmaner,13.2,78.75,66.83,85,50,1.12,IN,1697143034
526,constitucion,-35.3333,-72.4167,60.1,60,0,16.51,CL,1697143034
527,stephenville,32.2207,-98.2023,89.24,43,0,12.66,US,1697143035
528,huron,41.1501,-82.5499,62.67,68,73,10.09,US,1697143035
529,okhotsk,59.3833,143.3,23.13,93,38,3.29,RU,1697143035
530,harper,4.375,-7.7169,77.63,88,91,5.75,LR,1697143035
531,zhenzhou,32.2692,119.1789,64.89,78,100,4.16,CN,1697143036
532,farsan,32.2569,50.561,55.44,32,5,6.8,IR,1697143036
533,tanah rata,4.475,101.3704,62.51,94,84,1.07,MY,1697142782
534,kismayo,-0.3582,42.5454,78.53,86,94,10.25,SO,1697143037
535,al wajh,26.2455,36.4525,80.55,65,0,4.61,SA,1697143037
536,mahajanga,-15.7167,46.3167,80.62,83,20,9.22,MG,1697143037
537,alice springs,-23.7,133.8833,54.95,41,1,6.91,AU,1697143037
538,nanao,37.05,136.9667,53.28,71,72,4.36,JP,1697143037
539,perry,37.2506,-83.1999,77.72,45,1,5.08,US,1697143038
540,khovd,48.0056,91.6419,46.11,43,3,4.32,MN,1697143038
541,nagqu,31.5,92.0,22.84,26,5,2.26,CN,1697143038
542,kolonia,50.9333,6.95,64.29,94,100,6.91,DE,1697142933
543,fredrikstad,59.2181,10.9298,48.69,63,0,8.05,NO,1697143038
544,sa pa,22.3402,103.8441,56.01,95,77,1.7,VN,1697143039
545,indre arna,60.4247,5.4764,46.65,81,100,7.29,NO,1697143039
546,namdrik,5.5994,168.1028,83.59,73,93,4.94,MH,1697143039
547,puerto armuelles,8.2833,-82.8667,84.16,74,100,5.01,PA,1697143039
548,capinota,-17.7167,-66.2333,85.41,29,40,18.19,BO,1697143040
549,sept-iles,50.2001,-66.3821,52.05,92,100,8.05,CA,1697142848
550,yibin,28.7667,104.6238,61.5,94,100,5.08,CN,1697143040
551,lagunas,-5.2269,-75.6753,96.17,35,87,0.69,PE,1697143040
552,olyokminsk,60.3736,120.4264,45.0,87,100,11.01,RU,1697143040
553,porto velho,-8.7619,-63.9039,89.65,43,20,6.91,BR,1697142804
554,krasnoturansk,54.3186,91.5639,48.24,57,100,7.0,RU,1697143041
555,kirovskiy,45.0917,133.5136,45.81,80,0,5.68,RU,1697143041
556,rosebud,46.3333,-106.5839,47.98,100,100,11.81,US,1697143041
557,mogocha,53.7333,119.7667,41.76,66,39,4.0,RU,1697143041
558,salym,60.0625,71.4789,35.11,87,99,8.23,RU,1697143042
559,belyy yar,53.6039,91.3903,48.09,53,0,2.24,RU,1697143042
560,gemona,46.2794,13.1431,65.62,87,98,2.21,IT,1697143042
561,vega de alatorre,20.0333,-96.6333,85.01,82,58,7.92,MX,1697143042
562,santa elena de uairen,4.6167,-61.1333,85.28,33,61,7.56,VE,1697143042
563,ndende,-2.4008,11.3581,74.86,97,100,3.04,GA,1697143043
564,dalandzadgad,43.5708,104.425,49.14,31,0,7.25,MN,1697143043
565,howrah,22.5892,88.3103,82.4,89,20,0.0,IN,1697143043
566,mendi,-6.1761,143.6513,55.94,96,100,3.0,PG,1697143043
567,vernon,50.2581,-119.2691,66.76,55,7,3.44,CA,1697142927
568,jangaon,17.7167,79.1833,74.23,71,6,3.29,IN,1697143044
569,rapar,23.5667,70.6333,83.35,61,0,3.15,IN,1697143044
570,padang,-0.9492,100.3543,75.25,92,76,3.04,ID,1697143044
571,kollam,8.8833,76.6,77.36,89,100,2.04,IN,1697143044
572,ta`u,-14.2336,-169.5144,80.55,81,69,20.04,AS,1697143045
573,kingston,17.997,-76.7936,90.55,71,20,11.5,JM,1697143045
574,singkil,-7.9855,111.4161,72.41,91,92,4.34,ID,1697143045
575,segovia,41.1667,-4.0,69.12,38,11,6.46,ES,1697143045
576,taroa,8.7058,171.2275,82.11,77,83,5.53,MH,1697143046
577,san agustin de valle fertil,-30.6335,-67.4682,66.24,26,0,17.9,AR,1697143046
578,kenora,49.8167,-94.4337,52.77,62,75,11.5,CA,1697143046
579,cafayate,-26.073,-65.9761,59.47,51,14,10.85,AR,1697142748
580,baardheere,2.3446,42.2764,78.8,76,100,12.68,SO,1697143046
581,gyeongsan-si,35.8233,128.7378,53.35,87,0,2.3,KR,1697143047
582,realeza,-25.7689,-53.5325,61.2,84,98,7.18,BR,1697143047
583,khark,29.2614,50.3306,86.85,62,0,2.68,IR,1697143047
584,saldanha,-33.0117,17.9442,57.25,79,68,14.79,ZA,1697143047
